source_id,source_url,source_title,original_question,self_contained_question,question_type,clinical_domain,why_open,difficulty
PMID:40644510,https://pubmed.ncbi.nlm.nih.gov/40644510/,Innate lymphoid cells originate from fetal liver-derived tissue-resident progenitors.,How fetal and BM hematopoiesis temporally and spatially contribute to ILC pools,How do fetal liver hematopoiesis and bone marrow hematopoiesis contribute to the distinct developmental pathways of extramedullary versus intramedullary innate lymphoid cells during ontogeny?,mechanism,Immunology,"Although committed progenitors with ILC developmental potential are present in the fetus and bone marrow, how fetal and BM hematopoiesis temporally and spatially contribute to ILC pools remains unclear.",4
PMID:34597124,https://pubmed.ncbi.nlm.nih.gov/34597124/,A reservoir of stem-like CD8 T cells sustains anti-tumor immunity,How stem-like TCF1+ CD8+ T cells are maintained in tumors containing signals that should drive T cell terminal differentiation,What mechanisms allow stem-like TCF1+ CD8+ T cells to persist in tumors despite the presence of signals that normally drive terminal T cell differentiation?,mechanism,Oncology,"Although tumors contain signals that should drive T cell terminal differentiation, how these cells are maintained in tumors remains unclear.",4
PMID:38905325,https://pubmed.ncbi.nlm.nih.gov/38905325/,MAIT cells monitor intestinal dysbiosis and contribute to host protection during colitis.,How the host monitors and responds to microbiota composition and metabolic changes during intestinal inflammation,What are the molecular mechanisms by which MAIT cells detect and respond to dysbiotic microbiota and their metabolites during intestinal inflammation?,mechanism,Gastroenterology,"Intestinal inflammation shifts microbiota composition and metabolism, yet how the host monitors and responds to such changes remains unclear.",3
PMID:31953257,https://pubmed.ncbi.nlm.nih.gov/31953257/,Gasdermin E-mediated target cell pyroptosis by CAR T cells triggers cytokine release syndrome.,The mechanism underlying cytokine release syndrome (CRS) during CAR T cell therapy,"What is the complete molecular pathway by which CAR T cell-induced pyroptosis leads to cytokine release syndrome, and how can this toxic side effect be safely prevented in patients?",mechanism,Oncology,"Cytokine release syndrome counteracts the effectiveness of chimeric antigen receptor T cell therapy in cancer patients, but the mechanism underlying CRS remained unclear.",3
PMID:38875319,https://pubmed.ncbi.nlm.nih.gov/38875319/,Schlafen 11 triggers innate immune responses through its ribonuclease activity upon detection of single-stranded DNA.,Whether and how intracellular ssDNA stimulates the innate immune system,How does Schlafen 11 recognize CGT-motif-containing single-stranded DNA and translate this sensing into innate immune responses through tRNA cleavage?,mechanism,Immunology,"Although intracellular single-stranded DNA accumulates during pathogen infection or disease, whether and how it stimulates the innate immune system remained unclear.",4
PMID:40815671,https://pubmed.ncbi.nlm.nih.gov/40815671/,Stem-like and effector peripheral helper T cells comprise distinct subsets in rheumatoid arthritis.,Whether and how TPH cells are engaged in tissue inflammation in rheumatoid arthritis,What are the distinct functional roles of stem-like versus effector peripheral helper T cells in driving B cell responses and joint inflammation in rheumatoid arthritis?,mechanism,Rheumatology,"TPH cells are proposed to be the major B cell helpers in inflamed joints in RA, but whether and how TPH cells are engaged in tissue inflammation remains unclear.",3
PMID:40644549,https://pubmed.ncbi.nlm.nih.gov/40644549/,Cypin regulates K63-linked polyubiquitination to shape synaptic content.,How protein posttranslational modifications regulate synaptic site targeting and the role of K63-polyubiquitination in neuronal and synaptic function,What are the complete mechanisms by which K63-polyubiquitin modifications regulate synaptic protein targeting and function in both presynaptic and postsynaptic compartments?,mechanism,Neuroscience,"An open question in neuroscience is how protein posttranslational modifications regulate synaptic site targeting, and K63-polyubiquitination has been little studied in neuronal function.",4
PMID:38457510,https://pubmed.ncbi.nlm.nih.gov/38457510/,Outlook and opportunities for engineered environments of breast cancer dormancy.,How and why dormant breast cancer cells are triggered into outgrowth,"What are the molecular and cellular mechanisms that trigger the transition of dormant disseminated breast cancer cells to active metastatic growth, and how can this process be therapeutically targeted?",mechanism,Oncology,"Dormant, disseminated breast cancer cells resist treatment and may relapse into malignant metastases after decades, but identifying how and why these cells are triggered into outgrowth is a key unsolved step.",5
PMID:40315316,https://pubmed.ncbi.nlm.nih.gov/40315316/,Boosting multiplexing capabilities for error-robust spatial transcriptomic methods using a set exchange approach.,How to generate optimal error-robust codebooks for spatial transcriptomic methods under most experimental parameters,What mathematical approach can efficiently generate maximally expanded gene codebooks for spatial transcriptomics while maintaining error-correction capacity across diverse experimental conditions?,methodology,Other,"For most experimental parameters, the optimal generation of error-robust codebooks is an unsolved mathematical problem.",4
PMID:39121221,https://pubmed.ncbi.nlm.nih.gov/39121221/,Active shape programming drives Drosophila wing disc eversion.,How complex 3D tissue shape emerges during animal development,What are the principles of 'shape programming' in epithelial tissues that enable the transformation of 2D cellular gradients into complex 3D morphologies during development?,mechanism,Cell Biology,How complex 3D tissue shape emerges during animal development remains an important open question in biology and biophysics.,4
PMID:35544570,https://pubmed.ncbi.nlm.nih.gov/35544570/,Real-time 3D optoacoustic tracking of cell-sized magnetic microrobots circulating in the mouse brain vasculature.,High-resolution imaging and control of cell-sized microrobots in the in vivo vascular system,"How can cell-sized magnetic microrobots be safely detected, tracked, and controlled in real-time within the in vivo brain vasculature for therapeutic delivery without vascular damage?",methodology,Biomedical Engineering,High-resolution imaging and control of cell-sized microrobots in the in vivo vascular system remains an unsolved challenge toward their clinical use.,5
PMID:36240281,https://pubmed.ncbi.nlm.nih.gov/36240281/,Machine learning on syngeneic mouse tumor profiles to model clinical immunotherapy response.,Proper patient stratification for immune checkpoint blockade therapy remains an open question,What machine learning models can accurately predict which patients will respond to immune checkpoint blockade therapy based on tumor immune profiling?,diagnosis,Oncology,"Most patients with cancer are refractory to immune checkpoint blockade therapy, and proper patient stratification remains an open question.",4
PMID:37285423,https://pubmed.ncbi.nlm.nih.gov/37285423/,Origin of biological homochirality by crystallization of an RNA precursor on a magnetic surface.,The origins of biological homochirality,What prebiotically plausible mechanisms can explain the achievement of homochirality in the primordial RNA world that led to the origin of life?,mechanism,Other,"Homochirality is a signature of life on Earth, yet its origins remain an unsolved puzzle.",5
PMID:34088660,https://pubmed.ncbi.nlm.nih.gov/34088660/,The CHD8/CHD7/Kismet family links blood-brain barrier glia and serotonin to ASD-associated sleep defects.,The underlying mechanisms of sleep disturbances in autism and neurodevelopmental disorders,What are the molecular mechanisms linking CHD8/CHD7 mutations to developmental hyperserotonemia and how does this lead to persistent sleep defects in autism spectrum disorder?,mechanism,Neurology,"Sleep disturbances in autism and neurodevelopmental disorders are common and adversely affect patient quality of life, yet the underlying mechanisms are understudied.",4
PMID:34272246,https://pubmed.ncbi.nlm.nih.gov/34272246/,Parity and time reversal elucidate both decision-making in empirical models and attractor scaling in critical Boolean networks.,How attractor count in critical random Boolean networks scales with network size,"What is the mathematical scaling relationship between network size and attractor count in critical random Boolean networks, and what does this reveal about biological network dynamics?",methodology,Computational Biology,A long-standing open question is how attractor count in critical random Boolean networks scales with network size and whether the scaling matches biological observations.,5
PMID:32671212,https://pubmed.ncbi.nlm.nih.gov/32671212/,Horizontal gene transfer rate is not the primary determinant of observed antibiotic resistance frequencies in S. pneumoniae.,Whether the rate of horizontal gene transfer constrains antibiotic resistance evolution,What is the relative contribution of horizontal gene transfer rate versus selection pressure in determining the frequency of antibiotic resistance in bacterial populations?,epidemiology,Microbiology,The extent to which evolution is constrained by the rate at which horizontal gene transfer allows DNA to move between genetic lineages is an open question.,3
PMID:35914528,https://pubmed.ncbi.nlm.nih.gov/35914528/,Glioblastoma hijacks neuronal mechanisms for brain invasion.,The biological role of unconnected glioblastoma cell subpopulations and mechanisms of tumor invasion into the brain,How do glioblastoma cells utilize neuronal synaptic mechanisms and activity to promote invasive migration through the brain parenchyma?,mechanism,Oncology,"While glioblastomas contain tumor cell networks interconnected by microtubes, other subpopulations appear unconnected and their biological role remains unclear.",4
